model,_acc_delta,n_test,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,ic_mean,ic_std,rank_ic_mean,rank_ic_std,decile_spread_mean,decile_spread_std
naive_bayes,0.04613492063492064,110,0.5483730158730159,0.03423395932073142,0.45964035964035965,0.09635487632369778,0.43797979797979797,0.2285192304151305,0.42791944897208045,0.1586668200856963,0.5735618085618086,0.13406501320563827,0.0023448836964733988,0.1971360227349857,0.0008933810904802025,0.2501093461902453,-0.9574604120015824,5.8090253809502155
voting_soft,-0.021682539682539748,110,0.4805555555555555,0.11366509176708456,0.4387362637362638,0.06123108083509772,0.4609090909090908,0.20288642572809035,0.40997002997002996,0.14182344554655588,0.529299342632676,0.1402494493787485,-0.04888487914121868,0.2451334999275731,-0.010269580974223574,0.26152132474926765,-3.6215599968548773,4.5351677996705195
random_forest,0.04661904761904756,110,0.5488571428571428,0.12877500637768843,0.5167748917748918,0.1146236231726442,0.5002020202020202,0.21788738082641587,0.4736441102756892,0.14976949192149472,0.5253767837101171,0.13097574451803506,-0.043855626784840125,0.18293808581719556,-0.016532517179097785,0.2102593644898598,-0.7175349233300531,6.305153360999169
gaussian_process,0.03953174603174603,110,0.5417698412698413,0.09027612103834774,0.5081652661064425,0.10866141232679924,0.4802020202020202,0.24594795981850262,0.44967032967032966,0.13375483831949128,0.5220843354176687,0.10463675410496089,-0.0332603812073366,0.08192504245345211,-0.020046284140837,0.134163810699435,0.4491424730334234,3.1077774985016573
hist_grad_boost,0.026000000000000023,110,0.5282380952380953,0.07184002131215941,0.47216117216117215,0.044733658947804435,0.6186868686868687,0.34880676099330604,0.47953351119734816,0.1907580550302293,0.5199410774410774,0.12523137900311915,-0.054930611095823,0.18133520425144792,-0.023541180665451418,0.18201021949278637,1.7806145707010834,3.3792163660492744
logistic,0.021944444444444433,110,0.5241825396825397,0.08399121869180337,0.5684523809523809,0.21732305075629385,0.5994949494949495,0.3065519275377576,0.4761091811414392,0.17130074093674127,0.5410189193522527,0.08196773550744009,-0.07064182562635839,0.19656645335049042,-0.02997811558559138,0.17151992156941884,-1.7665537898679056,4.65273225134575
ridge,0.02861111111111103,110,0.5308492063492063,0.09320754535152202,0.5684523809523809,0.21732305075629385,0.6161616161616161,0.2790695400484232,0.5024828075150656,0.12299482576929764,0.5340412057078725,0.06591645265061669,-0.11245327921113404,0.24778943074328658,-0.03661054206070512,0.15406372441209615,-1.8871245032130315,4.7174649896893595
lda,0.02861111111111103,110,0.5308492063492063,0.09320754535152202,0.5684523809523809,0.21732305075629385,0.6161616161616161,0.2790695400484232,0.5024828075150656,0.12299482576929764,0.5340412057078725,0.06591645265061669,-0.07868555957010046,0.20292228314553723,-0.03661054206070512,0.15406372441209615,-1.8871245032130315,4.7174649896893595
grad_boost,0.020984126984126994,110,0.5232222222222223,0.10760719605107881,0.4074999999999999,0.14833333333333334,0.43060606060606055,0.2770141201693271,0.39597187412976886,0.22077961197497842,0.4635878627545294,0.11100227318137336,-0.032385725373989996,0.2527256345415515,-0.06531403314019775,0.2719451858723505,2.4436463018322288,6.911277815969695
extra_trees,0.05349999999999999,110,0.5557380952380953,0.08728690930000552,0.5032434232434232,0.1222586360239587,0.4197979797979798,0.22278954213262553,0.4223076923076922,0.15945667116892956,0.4773063973063973,0.09895846577139546,-0.02093301081963651,0.17013349263457453,-0.068038332451744,0.1854299524991542,-3.2089092674077735,2.7758262906043747
svm_rbf,0.021333333333333315,110,0.5235714285714286,0.1011845936665501,0.5468253968253969,0.24888767411430143,0.45090909090909087,0.2894496218047309,0.4182072829131652,0.14682681444972853,0.45939714606381266,0.18879280707860158,-0.08905689382389845,0.13300434410071363,-0.1098473868146224,0.21571915034815634,-1.047037548924704,4.471328763680616
decision_tree,-0.026825396825396863,110,0.4754126984126984,0.1271758512962868,0.33999999999999997,0.1420485050177501,0.3361616161616162,0.258651664606501,0.32406349206349205,0.19999157452648417,0.4639393939393939,0.12919369613612788,-0.10762836571976724,0.24479200682513383,-0.1175084440367132,0.2286465554891194,0.7897814193420569,6.733050304487965
knn,0.013833333333333253,110,0.5160714285714285,0.05937362004602392,0.4495970695970696,0.07365009732054566,0.6383838383838383,0.2950221302565074,0.5007577482605946,0.15980148803604924,0.503853214686548,0.12315408873837476,-0.1580569525983848,0.16735917219383314,-0.13117029592114415,0.15896524652261063,0.07313406096749206,4.1079873583492486
stacking,0.020500000000000074,110,0.5227380952380953,0.06616349227293376,0.4863492063492064,0.05044123777355183,0.7075757575757576,0.37689222627903646,0.5052227342549923,0.19045537768458667,0.44966730800064136,0.1622883416864552,-0.1855375994644753,0.09964132737860501,-0.15444838559918608,0.21515116342249077,-4.388799693125448,4.151818055170867
baseline_majority,0.0,110,0.5022380952380953,0.0771580819779268,0.2702380952380953,0.22460597900543222,0.6,0.48989794855663565,0.37145650048875856,0.30603873524617464,0.5,0.0,nan,nan,nan,nan,1.6685075880055547,3.4203616121352223
baseline_stratified,-0.019000000000000017,110,0.48323809523809524,0.023503557891521247,0.4173529411764706,0.06024396128412693,0.5223232323232324,0.14084894266747572,0.4595291677469536,0.09110695411021255,0.4844660894660894,0.03238576845809822,-0.07559133272875475,0.17208428112860263,-0.0528018126222929,0.14665389705202594,-2.3839805344551204,7.479112234827262
